MatchId,Season,Home_id,Away_id,Date,Score_home,Score_away,1xBet_H,1xBet_A,bet-at-home_H,bet-at-home_A,bet365_H,bet365_A,bwin_H,bwin_A,Coolbet_H,Coolbet_A,Pinnacle_H,Pinnacle_A,Unibet_H,Unibet_A,William Hill_H,William Hill_A,BetJoe_H,BetJoe_A
355,2016,Rakuten Monkeys,Eda Rhinos,2016-05-24,0,1,2.16,1.71,2.02,1.7,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
356,2016,Rakuten Monkeys,Chinatrust Brothers,2016-05-21,8,9,2.93,1.41,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
357,2016,Uni Lions,Eda Rhinos,2016-05-21,3,6,2.0,1.82,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
358,2016,Rakuten Monkeys,Chinatrust Brothers,2016-05-20,10,9,2.42,1.57,2.3,1.55,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
359,2016,Uni Lions,Eda Rhinos,2016-05-20,5,6,2.18,1.69,1.95,1.75,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
360,2016,Eda Rhinos,Rakuten Monkeys,2016-05-19,9,10,1.51,2.58,1.6,2.2,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
361,2016,Uni Lions,Chinatrust Brothers,2016-05-19,5,7,2.1,1.74,1.8,1.9,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
362,2016,Eda Rhinos,Rakuten Monkeys,2016-05-18,11,8,1.57,2.43,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
363,2016,Uni Lions,Chinatrust Brothers,2016-05-17,8,7,2.58,1.51,2.48,1.47,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
364,2016,Eda Rhinos,Chinatrust Brothers,2016-05-15,6,7,1.77,2.07,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
365,2016,Uni Lions,Rakuten Monkeys,2016-05-15,4,8,1.87,1.94,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
366,2016,Eda Rhinos,Chinatrust Brothers,2016-05-14,2,6,1.72,2.13,1.65,2.1,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
367,2016,Uni Lions,Rakuten Monkeys,2016-05-14,6,2,1.79,2.05,1.75,1.95,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
368,2016,Eda Rhinos,Chinatrust Brothers,2016-05-13,9,8,2.31,1.62,2.28,1.55,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
369,2016,Uni Lions,Rakuten Monkeys,2016-05-13,3,5,1.7,2.15,1.65,2.1,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
370,2016,Chinatrust Brothers,Rakuten Monkeys,2016-05-12,3,8,1.51,2.58,1.45,2.55,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
371,2016,Eda Rhinos,Uni Lions,2016-05-12,0,2,2.07,1.77,2.02,1.7,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
372,2016,Chinatrust Brothers,Rakuten Monkeys,2016-05-11,4,9,1.41,2.93,1.37,2.85,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
373,2016,Eda Rhinos,Uni Lions,2016-05-10,4,1,1.62,2.31,1.6,2.18,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
374,2016,Chinatrust Brothers,Uni Lions,2016-05-08,6,14,1.46,2.75,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
375,2016,Rakuten Monkeys,Eda Rhinos,2016-05-08,1,3,2.07,1.77,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
376,2016,Chinatrust Brothers,Uni Lions,2016-05-07,19,10,1.57,2.42,1.5,2.4,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
377,2016,Rakuten Monkeys,Eda Rhinos,2016-05-07,4,5,2.45,1.56,1.8,1.9,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
378,2016,Chinatrust Brothers,Uni Lions,2016-05-06,6,3,1.47,2.7,1.4,2.7,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
379,2016,Rakuten Monkeys,Eda Rhinos,2016-05-06,7,12,1.99,1.82,1.95,1.75,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
380,2016,Chinatrust Brothers,Eda Rhinos,2016-05-05,14,10,1.82,1.99,1.75,1.95,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
381,2016,Rakuten Monkeys,Uni Lions,2016-05-05,3,15,1.8,2.02,1.75,1.95,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
382,2016,Rakuten Monkeys,Uni Lions,2016-05-04,4,10,2.07,1.77,2.25,1.57,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
383,2016,Chinatrust Brothers,Eda Rhinos,2016-05-03,5,10,1.41,2.94,1.48,2.45,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
384,2016,Eda Rhinos,Rakuten Monkeys,2016-05-01,7,13,1.85,1.96,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
385,2016,Uni Lions,Chinatrust Brothers,2016-05-01,9,3,2.13,1.72,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
386,2016,Eda Rhinos,Rakuten Monkeys,2016-04-30,5,3,1.87,1.94,1.8,1.9,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
387,2016,Uni Lions,Chinatrust Brothers,2016-04-30,4,13,2.58,1.51,2.56,1.45,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
388,2016,Eda Rhinos,Rakuten Monkeys,2016-04-29,6,1,1.7,2.17,1.65,2.1,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
389,2016,Uni Lions,Chinatrust Brothers,2016-04-29,9,16,2.41,1.58,2.18,1.6,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
390,2016,Chinatrust Brothers,Rakuten Monkeys,2016-04-28,11,4,1.46,2.74,1.4,2.7,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
391,2016,Uni Lions,Eda Rhinos,2016-04-28,4,2,2.13,1.72,2.1,1.65,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
392,2016,Uni Lions,Eda Rhinos,2016-04-27,12,8,2.22,1.67,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
393,2016,Chinatrust Brothers,Rakuten Monkeys,2016-04-26,5,16,1.94,1.87,2.1,1.65,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
394,2016,Chinatrust Brothers,Eda Rhinos,2016-04-24,4,3,1.67,2.21,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
395,2016,Rakuten Monkeys,Uni Lions,2016-04-24,4,3,1.82,2.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
396,2016,Chinatrust Brothers,Eda Rhinos,2016-04-23,3,0,2.05,1.78,1.95,1.75,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
397,2016,Rakuten Monkeys,Uni Lions,2016-04-23,9,6,1.72,2.14,1.65,2.1,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
398,2016,Chinatrust Brothers,Eda Rhinos,2016-04-22,1,7,1.67,2.22,1.6,2.18,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
399,2016,Rakuten Monkeys,Uni Lions,2016-04-22,3,10,1.98,1.84,2.1,1.65,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
400,2016,Chinatrust Brothers,Uni Lions,2016-04-21,10,5,1.51,2.58,1.45,2.55,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
401,2016,Rakuten Monkeys,Eda Rhinos,2016-04-20,4,2,2.13,1.72,2.0,1.72,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
402,2016,Chinatrust Brothers,Uni Lions,2016-04-19,11,10,1.4,2.99,1.5,2.4,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
403,2016,Eda Rhinos,Uni Lions,2016-04-17,6,1,1.51,2.58,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
404,2016,Rakuten Monkeys,Chinatrust Brothers,2016-04-17,12,12,2.73,1.46,2.7,1.4,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
405,2016,Eda Rhinos,Uni Lions,2016-04-16,3,7,1.62,2.31,1.57,2.25,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
406,2016,Rakuten Monkeys,Chinatrust Brothers,2016-04-16,7,9,2.73,1.46,2.7,1.4,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
407,2016,Eda Rhinos,Uni Lions,2016-04-15,3,2,1.89,1.92,1.85,1.85,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
408,2016,Eda Rhinos,Chinatrust Brothers,2016-04-12,18,2,2.12,1.73,1.85,1.85,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
409,2016,Chinatrust Brothers,Rakuten Monkeys,2016-04-09,2,7,1.45,2.78,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
410,2016,Uni Lions,Eda Rhinos,2016-04-09,9,6,1.9,1.91,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
411,2016,Chinatrust Brothers,Rakuten Monkeys,2016-04-08,15,15,1.46,2.74,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
412,2016,Uni Lions,Eda Rhinos,2016-04-08,4,8,1.99,1.83,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
413,2016,Chinatrust Brothers,Eda Rhinos,2016-04-07,10,9,1.39,3.02,1.46,2.5,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
414,2016,Rakuten Monkeys,Uni Lions,2016-04-07,12,7,1.82,2.0,1.85,1.85,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
415,2016,Chinatrust Brothers,Eda Rhinos,2016-04-06,7,2,1.66,2.24,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
416,2016,Rakuten Monkeys,Uni Lions,2016-04-05,2,6,1.94,1.87,2.02,1.7,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
417,2016,Rakuten Monkeys,Eda Rhinos,2016-04-04,7,10,2.17,1.69,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
418,2016,Chinatrust Brothers,Uni Lions,2016-04-03,11,5,1.57,2.43,1.65,2.1,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
419,2016,Rakuten Monkeys,Eda Rhinos,2016-04-03,4,11,1.69,2.2,1.65,2.1,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
420,2016,Chinatrust Brothers,Uni Lions,2016-04-02,8,7,1.91,1.9,1.85,1.85,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
421,2016,Rakuten Monkeys,Eda Rhinos,2016-04-02,2,5,1.62,2.31,1.55,2.28,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
422,2016,Chinatrust Brothers,Uni Lions,2016-04-01,16,10,1.63,2.29,1.7,2.02,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
423,2016,Rakuten Monkeys,Eda Rhinos,2016-04-01,0,3,1.72,2.13,1.62,2.15,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
424,2016,Eda Rhinos,Uni Lions,2016-03-31,6,8,1.87,1.94,1.8,1.9,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
425,2016,Eda Rhinos,Uni Lions,2016-03-30,8,1,2.11,1.73,2.01,1.65,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
426,2016,Rakuten Monkeys,Chinatrust Brothers,2016-03-29,5,8,2.28,1.64,1.95,1.7,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
427,2016,Eda Rhinos,Chinatrust Brothers,2016-03-27,3,12,1.82,2.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
428,2016,Uni Lions,Rakuten Monkeys,2016-03-27,2,1,1.91,1.9,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
429,2016,Uni Lions,Rakuten Monkeys,2016-03-26,7,11,1.86,1.96,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
430,2016,Uni Lions,Chinatrust Brothers,2016-03-24,10,9,1.78,2.06,1.7,2.02,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
431,2016,Eda Rhinos,Rakuten Monkeys,2016-03-22,14,7,1.78,2.06,1.85,1.85,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
432,2016,Chinatrust Brothers,Uni Lions,2016-03-20,0,11,1.89,1.92,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
433,2016,Rakuten Monkeys,Chinatrust Brothers,2016-03-19,11,13,1.73,2.11,1.65,2.02,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
434,2017,Chinatrust Brothers,Rakuten Monkeys,2017-11-02,2,4,2.08,1.79,2.02,1.7,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
435,2017,Chinatrust Brothers,Rakuten Monkeys,2017-10-31,3,19,2.37,1.62,2.02,1.7,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
436,2017,Rakuten Monkeys,Chinatrust Brothers,2017-10-29,14,5,1.57,2.49,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
437,2017,Rakuten Monkeys,Chinatrust Brothers,2017-10-28,5,8,1.64,2.33,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
438,2017,Chinatrust Brothers,Uni Lions,2017-10-23,11,7,2.22,1.67,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
439,2017,Chinatrust Brothers,Uni Lions,2017-10-22,4,3,2.1,1.74,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
440,2017,Uni Lions,Chinatrust Brothers,2017-10-21,8,5,1.56,2.44,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
441,2017,Uni Lions,Chinatrust Brothers,2017-10-20,6,9,1.52,2.57,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
442,2017,Uni Lions,Rakuten Monkeys,2017-10-11,7,9,2.98,1.4,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
443,2017,Fubon Guardians,Uni Lions,2017-10-08,1,2,2.88,1.42,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
444,2017,Rakuten Monkeys,Chinatrust Brothers,2017-10-08,3,1,1.33,3.34,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
445,2017,Fubon Guardians,Uni Lions,2017-10-07,3,8,2.42,1.57,2.1,1.65,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
446,2017,Rakuten Monkeys,Chinatrust Brothers,2017-10-07,7,2,1.46,2.76,1.7,2.02,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
447,2017,Chinatrust Brothers,Uni Lions,2017-10-04,6,7,1.77,2.08,1.7,2.02,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
448,2017,Fubon Guardians,Uni Lions,2017-10-03,3,7,2.13,1.72,2.2,1.6,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
449,2017,Chinatrust Brothers,Uni Lions,2017-10-01,3,4,2.32,1.62,2.25,1.57,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
450,2017,Rakuten Monkeys,Fubon Guardians,2017-10-01,2,5,2.58,1.51,2.55,1.45,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
451,2017,Chinatrust Brothers,Uni Lions,2017-09-30,6,8,2.75,1.46,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
452,2017,Rakuten Monkeys,Fubon Guardians,2017-09-30,8,10,1.62,2.31,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
453,2017,Chinatrust Brothers,Uni Lions,2017-09-29,8,7,1.82,2.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
454,2017,Rakuten Monkeys,Fubon Guardians,2017-09-29,6,2,1.6,2.36,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
455,2017,Rakuten Monkeys,Chinatrust Brothers,2017-09-28,10,7,1.48,2.68,1.45,2.55,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
456,2017,Uni Lions,Fubon Guardians,2017-09-28,5,7,1.68,2.2,1.55,2.3,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
457,2017,Rakuten Monkeys,Chinatrust Brothers,2017-09-27,11,6,1.51,2.59,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
458,2017,Uni Lions,Fubon Guardians,2017-09-26,1,13,2.3,1.63,2.2,1.6,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
459,2017,Fubon Guardians,Chinatrust Brothers,2017-09-24,2,1,1.59,2.38,1.55,2.3,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
460,2017,Uni Lions,Rakuten Monkeys,2017-09-24,6,3,1.68,2.21,1.6,2.2,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
461,2017,Fubon Guardians,Chinatrust Brothers,2017-09-23,4,2,1.88,1.93,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
462,2017,Uni Lions,Rakuten Monkeys,2017-09-23,8,1,1.77,2.06,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
463,2017,Fubon Guardians,Chinatrust Brothers,2017-09-22,0,5,1.71,2.14,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
464,2017,Uni Lions,Rakuten Monkeys,2017-09-22,4,2,2.58,1.51,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
465,2017,Fubon Guardians,Rakuten Monkeys,2017-09-21,10,5,1.72,2.14,1.65,2.1,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
466,2017,Uni Lions,Chinatrust Brothers,2017-09-21,5,11,1.66,2.25,1.55,2.3,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
467,2017,Uni Lions,Chinatrust Brothers,2017-09-20,4,8,2.11,1.74,2.1,1.65,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
468,2017,Fubon Guardians,Rakuten Monkeys,2017-09-19,2,3,2.18,1.69,2.1,1.65,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
469,2017,Chinatrust Brothers,Rakuten Monkeys,2017-09-17,15,2,2.69,1.48,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
470,2017,Fubon Guardians,Uni Lions,2017-09-17,0,1,2.9,1.42,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
471,2017,Chinatrust Brothers,Rakuten Monkeys,2017-09-16,0,7,2.76,1.46,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
472,2017,Fubon Guardians,Uni Lions,2017-09-16,5,1,1.61,2.33,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
473,2017,Fubon Guardians,Uni Lions,2017-09-15,8,7,2.13,1.72,2.28,1.55,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
474,2017,Chinatrust Brothers,Rakuten Monkeys,2017-09-15,4,3,3.01,1.39,2.91,1.35,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
475,2017,Chinatrust Brothers,Fubon Guardians,2017-09-14,3,14,1.66,2.23,1.6,2.18,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
476,2017,Rakuten Monkeys,Uni Lions,2017-09-14,7,3,1.77,2.08,1.72,2.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
477,2017,Rakuten Monkeys,Uni Lions,2017-09-13,5,4,1.66,2.23,1.65,2.1,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
478,2017,Chinatrust Brothers,Fubon Guardians,2017-09-12,7,6,1.58,2.38,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
479,2017,Rakuten Monkeys,Chinatrust Brothers,2017-09-10,2,12,1.83,1.99,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
480,2017,Uni Lions,Fubon Guardians,2017-09-10,1,3,1.87,1.94,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
481,2017,Rakuten Monkeys,Chinatrust Brothers,2017-09-09,6,3,1.57,2.42,1.5,2.4,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
482,2017,Uni Lions,Fubon Guardians,2017-09-09,4,10,1.38,3.08,1.3,3.2,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
483,2017,Uni Lions,Fubon Guardians,2017-09-08,4,3,1.61,2.34,1.55,2.28,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
484,2017,Rakuten Monkeys,Chinatrust Brothers,2017-09-08,3,2,1.56,2.46,1.55,2.28,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
485,2017,Fubon Guardians,Chinatrust Brothers,2017-09-07,6,7,1.63,2.3,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
486,2017,Uni Lions,Rakuten Monkeys,2017-09-06,6,8,2.04,1.79,1.8,1.9,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
487,2017,Fubon Guardians,Chinatrust Brothers,2017-09-05,4,5,1.66,2.23,1.6,2.18,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
488,2017,Fubon Guardians,Rakuten Monkeys,2017-09-03,8,2,1.69,2.19,1.6,2.2,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
489,2017,Uni Lions,Chinatrust Brothers,2017-09-03,4,1,1.76,2.09,1.72,2.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
490,2017,Fubon Guardians,Rakuten Monkeys,2017-09-02,4,13,2.87,1.43,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
491,2017,Uni Lions,Chinatrust Brothers,2017-09-02,10,2,1.71,2.14,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
492,2017,Fubon Guardians,Rakuten Monkeys,2017-09-01,4,6,2.59,1.5,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
493,2017,Uni Lions,Chinatrust Brothers,2017-09-01,5,2,1.66,2.23,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
494,2017,Chinatrust Brothers,Rakuten Monkeys,2017-08-31,5,4,2.34,1.61,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
495,2017,Fubon Guardians,Uni Lions,2017-08-31,8,11,1.9,1.9,1.85,1.85,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
496,2017,Chinatrust Brothers,Rakuten Monkeys,2017-08-30,7,14,2.39,1.58,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
497,2017,Fubon Guardians,Uni Lions,2017-08-29,9,1,1.57,2.42,1.55,2.3,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
498,2017,Chinatrust Brothers,Fubon Guardians,2017-08-27,1,3,1.51,2.57,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
499,2017,Rakuten Monkeys,Uni Lions,2017-08-27,2,6,1.56,2.45,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
500,2017,Chinatrust Brothers,Fubon Guardians,2017-08-26,6,5,1.63,2.29,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
501,2017,Rakuten Monkeys,Uni Lions,2017-08-26,5,6,1.61,2.33,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
502,2017,Chinatrust Brothers,Fubon Guardians,2017-08-25,4,5,1.89,1.92,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
503,2017,Rakuten Monkeys,Uni Lions,2017-08-25,7,0,1.65,2.26,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
504,2017,Rakuten Monkeys,Fubon Guardians,2017-08-24,10,9,1.71,2.14,1.65,2.07,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
